trip_id,stop_id,time
志布志(16:57)→鹿屋*,shibushi_eki_ue,16:58:00
志布志(16:57)→鹿屋*,shibushi_hs,17:01:00
志布志(16:57)→鹿屋*,chigomatsu,17:02:00
志布志(16:57)→鹿屋*,oshigiri,17:08:00
志布志(16:57)→鹿屋*,osaki,17:19:00
志布志(16:57)→鹿屋*,higashikushira,17:28:00
志布志(16:57)→鹿屋*,eiwa,17:29:00
志布志(16:57)→鹿屋*,shimobaru,17:34:00
志布志(16:57)→鹿屋*,koyama,17:41:00
志布志(16:57)→鹿屋*,ronjibashi,17:47:00
志布志(16:57)→鹿屋*,myoshu,17:50:00
志布志(16:57)→鹿屋*,kawanishi,17:55:00
志布志(16:57)→鹿屋*,hirabaru,17:57:00
志布志(16:57)→鹿屋*,shiyakusho,18:02:00
志布志(16:57)→鹿屋*,kanoya,18:08:00
