trip_id,stop_id,time
bus101-17,asuparu,19:48:00
bus101-17,oshigiri,19:50:00
bus101-17,chigomatsu,19:52:00
bus101-17,shibushi_hs,19:54:00
bus101-17,shibushi_eki_ue,19:56:00
bus101-17,shibushi_eki_mae,19:58:00
bus101-17,shibushi,20:00:00
bus101-17,shibushi_port_ent,20:02:00
bus101-17,shibushi_port,20:04:00
bus101-18,tarumizu_hp,19:34:00
bus101-18,tarumizu,19:36:00
bus101-18,tarumizu_port,19:38:00
bus101-18,minatohira,19:40:00
bus101-18,miyawaki,19:42:00
bus101-18,shinjo,19:44:00
bus101-18,furue,19:46:00
bus101-18,taiikudai,19:48:00
bus101-18,kokutai,19:50:00
bus101-18,joshiko,19:52:00
bus101-18,kanoya,19:54:00
bus101-18,shiyakusho,19:56:00
bus101-18,kotobuki,19:58:00
bus101-18,higashikasanohara,20:00:00
bus101-18,kushira_shogyo,20:02:00
bus101-18,kushira,20:04:00
bus101-18,higashikushira,20:06:00
bus101-18,osaki,20:08:00
bus101-18,asuparu,20:10:00
bus101-18,oshigiri,20:12:00
bus101-18,chigomatsu,20:14:00
bus101-18,shibushi_hs,20:16:00
bus101-18,shibushi_eki_ue,20:18:00
bus101-18,shibushi_eki_mae,20:20:00
bus101-18,shibushi,20:22:00
bus101-18,shibushi_port_ent,20:24:00
bus101-18,shibushi_port,20:26:00
bus101-19,tarumizu_hp,19:36:00
bus101-19,tarumizu,19:38:00
bus101-19,tarumizu_port,19:40:00
bus101-19,minatohira,19:42:00
bus101-19,miyawaki,19:44:00
bus101-19,shinjo,19:46:00
bus101-19,furue,19:48:00
bus101-19,taiikudai,19:50:00
bus101-19,kokutai,19:52:00
bus101-19,joshiko,19:54:00
bus101-19,kanoya,19:56:00
bus101-19,kotobuki,19:58:00
bus101-19,higashikasanohara,20:00:00
bus101-19,kushira_shogyo,20:02:00
bus101-19,kushira,20:04:00
bus101-19,higashikushira,20:06:00
bus101-19,osaki,20:08:00
bus101-19,oshigiri,20:10:00
bus101-19,chigomatsu,20:12:00
bus101-19,shibushi_hs,20:14:00
bus101-19,shibushi_eki_ue,20:16:00
bus101-19,shibushi_eki_mae,20:18:00
bus101-19,shibushi,20:20:00
bus101-19,shibushi_port_ent,20:22:00
bus101-19,shibushi_port,20:24:00
bus101-20,kanoya,19:38:00
bus101-20,shiyakusho,19:40:00
bus101-20,kotobuki,19:42:00
bus101-20,higashikasanohara,19:44:00
bus101-20,kushira_shogyo,19:46:00
bus101-20,kushira,19:48:00
bus101-20,higashikushira,19:50:00
bus101-20,osaki,19:52:00
bus101-20,asuparu,19:54:00
bus101-20,oshigiri,19:56:00
bus101-20,chigomatsu,19:58:00
bus101-20,shibushi_hs,20:00:00
bus101-20,shibushi_eki_ue,20:02:00
bus101-20,shibushi_eki_mae,20:04:00
bus101-20,shibushi,20:06:00
bus101-20,shibushi_port_ent,20:08:00
bus101-20,shibushi_port,20:10:00
bus101-21,tarumizu_hp,19:40:00
bus101-21,tarumizu,19:42:00
bus101-21,tarumizu_port,19:44:00
bus101-21,minatohira,19:46:00
bus101-21,miyawaki,19:48:00
bus101-21,shinjo,19:50:00
bus101-21,furue,19:52:00
bus101-21,taiikudai,19:54:00
bus101-21,kokutai,19:56:00
bus101-21,joshiko,19:58:00
bus101-21,kanoya,20:00:00
bus101-21,shiyakusho,20:02:00
bus101-21,kotobuki,20:04:00
bus101-21,higashikasanohara,20:06:00
bus101-21,kushira_shogyo,20:08:00
bus101-21,kushira,20:10:00
bus101-21,higashikushira,20:12:00
bus101-21,osaki,20:14:00
bus101-21,asuparu,20:16:00
bus101-21,oshigiri,20:18:00
bus101-21,chigomatsu,20:20:00
bus101-21,shibushi_hs,20:22:00
bus101-21,shibushi_eki_ue,20:24:00
bus101-21,shibushi_eki_mae,20:26:00
bus101-21,shibushi,20:28:00
bus101-21,shibushi_port_ent,20:30:00
bus101-21,shibushi_port,20:32:00
bus101-22,tarumizu_hp,19:42:00
bus101-22,tarumizu,19:44:00
bus101-22,tarumizu_port,19:46:00
bus101-22,minatohira,19:48:00
bus101-22,miyawaki,19:50:00
bus101-22,shinjo,19:52:00
bus101-22,furue,19:54:00
bus101-22,taiikudai,19:56:00
bus101-22,kokutai,19:58:00
bus101-22,joshiko,20:00:00
bus101-22,kanoya,20:02:00
bus101-22,kotobuki,20:04:00
bus101-22,higashikasanohara,20:06:00
bus101-22,kushira_shogyo,20:08:00
bus101-22,kushira,20:10:00
bus101-22,higashikushira,20:12:00
bus101-22,osaki,20:14:00
bus101-22,oshigiri,20:16:00
bus101-22,chigomatsu,20:18:00
bus101-22,shibushi_hs,20:20:00
bus101-22,shibushi_eki_ue,20:22:00
bus101-22,shibushi_eki_mae,20:24:00
bus101-22,shibushi,20:26:00
bus101-22,shibushi_port_ent,20:28:00
bus101-22,shibushi_port,20:30:00
bus101-23,kanoya,19:44:00
bus101-23,shiyakusho,19:46:00
bus101-23,kotobuki,19:48:00
bus101-23,higashikasanohara,19:50:00
bus101-23,kushira_shogyo,19:52:00
bus101-23,kushira,19:54:00
bus101-23,higashikushira,19:56:00
bus101-23,osaki,19:58:00
bus101-23,asuparu,20:00:00
bus101-23,oshigiri,20:02:00
bus101-23,chigomatsu,20:04:00
bus101-23,shibushi_hs,20:06:00
bus101-23,shibushi_eki_ue,20:08:00
bus101-23,shibushi_eki_mae,20:10:00
bus101-23,shibushi,20:12:00
bus101-23,shibushi_port_ent,20:14:00
bus101-23,shibushi_port,20:16:00
bus101-24,tarumizu_hp,19:46:00
bus101-24,tarumizu,19:48:00
bus101-24,tarumizu_port,19:50:00
bus101-24,minatohira,19:52:00
bus101-24,miyawaki,19:54:00
bus101-24,shinjo,19:56:00
bus101-24,furue,19:58:00
bus101-24,taiikudai,20:00:00
bus101-24,kokutai,20:02:00
bus101-24,joshiko,20:04:00
bus101-24,kanoya,20:06:00
bus101-24,shiyakusho,20:08:00
bus101-24,kotobuki,20:10:00
bus101-24,higashikasanohara,20:12:00
bus101-24,kushira_shogyo,20:14:00
bus101-24,kushira,20:16:00
bus101-24,higashikushira,20:18:00
bus101-24,osaki,20:20:00
bus101-24,asuparu,20:22:00
bus101-24,oshigiri,20:24:00
bus101-24,chigomatsu,20:26:00
bus101-24,shibushi_hs,20:28:00
bus101-24,shibushi_eki_ue,20:30:00
bus101-24,shibushi_eki_mae,20:32:00
bus101-24,shibushi,20:34:00
bus101-24,shibushi_port_ent,20:36:00
bus101-24,shibushi_port,20:38:00
bus101-25,tarumizu_hp,19:48:00
bus101-25,tarumizu,19:50:00
bus101-25,tarumizu_port,19:52:00
bus101-25,minatohira,19:54:00
bus101-25,miyawaki,19:56:00
bus101-25,shinjo,19:58:00
bus101-25,furue,20:00:00
bus101-25,taiikudai,20:02:00
bus101-25,kokutai,20:04:00
bus101-25,joshiko,20:06:00
bus101-25,kanoya,20:08:00
bus101-25,kotobuki,20:10:00
bus101-25,higashikasanohara,20:12:00
bus101-25,kushira_shogyo,20:14:00
bus101-25,kushira,20:16:00
bus101-25,higashikushira,20:18:00
bus101-25,osaki,20:20:00
bus101-25,oshigiri,20:22:00
bus101-25,chigomatsu,20:24:00
bus101-25,shibushi_hs,20:26:00
bus101-25,shibushi_eki_ue,20:28:00
bus101-25,shibushi_eki_mae,20:30:00
bus101-25,shibushi,20:32:00
bus101-25,shibushi_port_ent,20:34:00
bus101-25,shibushi_port,20:36:00
bus101-26,kanoya,19:50:00
bus101-26,shiyakusho,19:52:00
bus101-26,kotobuki,19:54:00
bus101-26,higashikasanohara,19:56:00
bus101-26,kushira_shogyo,19:58:00
bus101-26,kushira,20:00:00
bus101-26,higashikushira,20:02:00
bus101-26,osaki,20:04:00
bus101-26,asuparu,20:06:00
bus101-26,oshigiri,20:08:00
bus101-26,chigomatsu,20:10:00
bus101-26,shibushi_hs,20:12:00
bus101-26,shibushi_eki_ue,20:14:00
bus101-26,shibushi_eki_mae,20:16:00
bus101-26,shibushi,20:18:00
bus101-26,shibushi_port_ent,20:20:00
bus101-26,shibushi_port,20:22:00
bus101-27,tarumizu_hp,19:52:00
bus101-27,tarumizu,19:54:00
bus101-27,tarumizu_port,19:56:00
bus101-27,minatohira,19:58:00
bus101-27,miyawaki,20:00:00
bus101-27,shinjo,20:02:00
bus101-27,furue,20:04:00
bus101-27,taiikudai,20:06:00
bus101-27,kokutai,20:08:00
bus101-27,joshiko,20:10:00
bus101-27,kanoya,20:12:00
bus101-27,shiyakusho,20:14:00
bus101-27,kotobuki,20:16:00
bus101-27,higashikasanohara,20:18:00
bus101-27,kushira_shogyo,20:20:00
bus101-27,kushira,20:22:00
bus101-27,higashikushira,20:24:00
bus101-27,osaki,20:26:00
bus101-27,asuparu,20:28:00
bus101-27,oshigiri,20:30:00
bus101-27,chigomatsu,20:32:00
bus101-27,shibushi_hs,20:34:00
bus101-27,shibushi_eki_ue,20:36:00
bus101-27,shibushi_eki_mae,20:38:00
bus101-27,shibushi,20:40:00
bus101-27,shibushi_port_ent,20:42:00
bus101-27,shibushi_port,20:44:00
bus101-28,tarumizu_hp,19:54:00
bus101-28,tarumizu,19:56:00
bus101-28,tarumizu_port,19:58:00
bus101-28,minatohira,20:00:00
bus101-28,miyawaki,20:02:00
bus101-28,shinjo,20:04:00
bus101-28,furue,20:06:00
bus101-28,taiikudai,20:08:00
bus101-28,kokutai,20:10:00
bus101-28,joshiko,20:12:00
bus101-28,kanoya,20:14:00
bus101-28,kotobuki,20:16:00
bus101-28,higashikasanohara,20:18:00
bus101-28,kushira_shogyo,20:20:00
bus101-28,kushira,20:22:00
bus101-28,higashikushira,20:24:00
bus101-28,osaki,20:26:00
bus101-28,oshigiri,20:28:00
bus101-28,chigomatsu,20:30:00
bus101-28,shibushi_hs,20:32:00
bus101-28,shibushi_eki_ue,20:34:00
bus101-28,shibushi_eki_mae,20:36:00
bus101-28,shibushi,20:38:00
bus101-28,shibushi_port_ent,20:40:00
bus101-28,shibushi_port,20:42:00
bus101-29,kanoya,19:56:00
bus101-29,shiyakusho,19:58:00
bus101-29,kotobuki,20:00:00
bus101-29,higashikasanohara,20:02:00
bus101-29,kushira_shogyo,20:04:00
bus101-29,kushira,20:06:00
bus101-29,higashikushira,20:08:00
bus101-29,osaki,20:10:00
bus101-29,asuparu,20:12:00
bus101-29,oshigiri,20:14:00
bus101-29,chigomatsu,20:16:00
bus101-29,shibushi_hs,20:18:00
bus101-29,shibushi_eki_ue,20:20:00
bus101-29,shibushi_eki_mae,20:22:00
bus101-29,shibushi,20:24:00
bus101-29,shibushi_port_ent,20:26:00
bus101-29,shibushi_port,20:28:00
bus101-30,tarumizu_hp,19:58:00
bus101-30,tarumizu,20:00:00
bus101-30,tarumizu_port,20:02:00
bus101-30,minatohira,20:04:00
bus101-30,miyawaki,20:06:00
bus101-30,shinjo,20:08:00
bus101-30,furue,20:10:00
bus101-30,taiikudai,20:12:00
bus101-30,kokutai,20:14:00
bus101-30,joshiko,20:16:00
bus101-30,kanoya,20:18:00
bus101-30,shiyakusho,20:20:00
bus101-30,kotobuki,20:22:00
bus101-30,higashikasanohara,20:24:00
bus101-30,kushira_shogyo,20:26:00
bus101-30,kushira,20:28:00
bus101-30,higashikushira,20:30:00
bus101-30,osaki,20:32:00
bus101-30,asuparu,20:34:00
bus101-30,oshigiri,20:36:00
bus101-30,chigomatsu,20:38:00
bus101-30,shibushi_hs,20:40:00
bus101-30,shibushi_eki_ue,20:42:00
bus101-30,shibushi_eki_mae,20:44:00
bus101-30,shibushi,20:46:00
bus101-30,shibushi_port_ent,20:48:00
bus101-30,shibushi_port,20:50:00
bus101-31,tarumizu_hp,20:00:00
bus101-31,tarumizu,20:02:00
bus101-31,tarumizu_port,20:04:00
bus101-31,minatohira,20:06:00
bus101-31,miyawaki,20:08:00
bus101-31,shinjo,20:10:00
bus101-31,furue,20:12:00
bus101-31,taiikudai,20:14:00
bus101-31,kokutai,20:16:00
bus101-31,joshiko,20:18:00
bus101-31,kanoya,20:20:00
bus101-31,kotobuki,20:22:00
bus101-31,higashikasanohara,20:24:00
bus101-31,kushira_shogyo,20:26:00
bus101-31,kushira,20:28:00
bus101-31,higashikushira,20:30:00
bus101-31,osaki,20:32:00
bus101-31,oshigiri,20:34:00
bus101-31,chigomatsu,20:36:00
bus101-31,shibushi_hs,20:38:00
bus101-31,shibushi_eki_ue,20:40:00
bus101-31,shibushi_eki_mae,20:42:00
bus101-31,shibushi,20:44:00
bus101-31,shibushi_port_ent,20:46:00
bus101-31,shibushi_port,20:48:00
bus101-32,kanoya,20:02:00
bus101-32,shiyakusho,20:04:00
bus101-32,kotobuki,20:06:00
bus101-32,higashikasanohara,20:08:00
bus101-32,kushira_shogyo,20:10:00
bus101-32,kushira,20:12:00
bus101-32,higashikushira,20:14:00
bus101-32,osaki,20:16:00
bus101-32,asuparu,20:18:00
bus101-32,oshigiri,20:20:00
bus101-32,chigomatsu,20:22:00
bus101-32,shibushi_hs,20:24:00
bus101-32,shibushi_eki_ue,20:26:00
bus101-32,shibushi_eki_mae,20:28:00
bus101-32,shibushi,20:30:00
bus101-32,shibushi_port_ent,20:32:00
bus101-32,shibushi_port,20:34:00
bus101-33,tarumizu_hp,20:04:00
bus101-33,tarumizu,20:06:00
bus101-33,tarumizu_port,20:08:00
bus101-33,minatohira,20:10:00
bus101-33,miyawaki,20:12:00
bus101-33,shinjo,20:14:00
bus101-33,furue,20:16:00
bus101-33,taiikudai,20:18:00
bus101-33,kokutai,20:20:00
bus101-33,joshiko,20:22:00
bus101-33,kanoya,20:24:00
bus101-33,shiyakusho,20:26:00
bus101-33,kotobuki,20:28:00
bus101-33,higashikasanohara,20:30:00
bus101-33,kushira_shogyo,20:32:00
bus101-33,kushira,20:34:00
